"Latittude","Longitude","wind_speed","mss"
"3.939068","122.38957","4.6857014","0.012492188"
"22.009003","266.03268","2.937663","0.0066064494"
"32.755695","215.21826","2.5263133","0.00558841"
"-35.985382","42.45107","4.1060257","0.011463434"
"23.194782","271.63412","0.9928046","0.0014991146"
"10.908829","132.95943","10.070491","0.024356477"
"11.146615","263.77408","3.68861","0.007834821"
"35.051376","229.89948","8.626207","0.019728003"
"30.748764","225.15562","4.9382205","0.011444663"
"14.410315","292.2265","3.8081594","0.009325286"
"-28.781204","44.18129","7.3903027","0.020030275"
"-27.211771","40.441456","5.8339396","0.015509435"
"16.958214","123.54976","NaN","NaN"
"37.497124","219.68094","4.275594","0.008774727"
"21.981022","266.0829","2.891688","0.0063376687"
"-35.97867","42.517685","3.938715","0.01103926"
"32.75001","215.28271","2.5021856","0.0054378565"
"16.975975","123.57145","NaN","NaN"
"37.493095","219.71472","3.916616","0.008031048"
"10.94096","133.00488","9.697752","0.023213515"
"23.164146","271.68246","1.1259958","0.0017099404"
"11.120861","263.82242","3.6854384","0.007815198"
"-28.774372","44.242058","8.199941","0.02201403"
"-27.206608","40.501812","6.433706","0.017527781"
"30.734566","225.21655","4.8877573","0.011381276"
"35.03554","229.9636","8.509859","0.019779846"
"14.37907","292.2723","3.8278456","0.009660145"
"4.0067005","122.47469","7.2385507","0.018626524"
"21.953014","266.13306","2.8162003","0.006224812"
"37.487053","219.76538","3.8611686","0.008633867"
"32.74428","215.34717","2.4698458","0.0052640326"
"-35.971916","42.584286","3.7685943","0.010555306"
"-34.34974","3.0558174","NaN","NaN"
"10.973085","133.05034","9.689969","0.023785684"
"23.133503","271.7308","1.2564629","0.0019524937"
"15.4078865","130.97461","9.6135645","0.024721613"
"11.095081","263.87076","3.5253386","0.007403505"
"-27.201393","40.56215","6.093143","0.016712045"
"14.34781","292.31805","3.581596","0.008471489"
"-28.76749","44.302826","8.155637","0.021475853"
"35.01968","230.02768","8.598922","0.019824566"
"30.720335","225.27747","4.906862","0.0115051195"
"17.029087","123.63669","NaN","NaN"
"21.925001","266.18323","2.8060744","0.006025611"
"32.738514","215.4116","2.4708555","0.0052014715"
"-35.965122","42.65088","3.5551634","0.009883799"
"4.0575123","122.53855","4.529203","0.0101932855"
"23.102861","271.77914","1.3372276","0.0020703594"
"11.005208","133.09581","10.123607","0.024459377"
"15.439152","131.02127","5.6283746","0.015593"
"11.069284","263.91907","3.802512","0.008255218"
"14.316556","292.36383","3.7356315","0.009177668"
"-27.196146","40.622494","5.7239656","0.014813325"
"35.0038","230.09175","8.577605","0.019735523"
"30.706074","225.33835","5.037538","0.011981438"
"-34.364166","3.1359959","9.318526","0.024306683"
"-28.760574","44.363598","8.04464","0.019646049"
"37.472855","219.88358","3.5558052","0.0077603143"
"32.733067","215.47202","2.4848168","0.00534564"
"21.896978","266.23337","2.552273","0.00510999"
"-35.95829","42.717457","3.2863421","0.009019427"
"37.46979","219.9089","3.5600903","0.0075508677"
"11.037323","133.14128","10.284077","0.024850082"
"17.091194","123.71269","NaN","NaN"
"15.470416","131.06793","4.40157","0.012161497"
"14.285292","292.4096","3.7179508","0.008843731"
"23.072205","271.82745","1.3180188","0.002061117"
"11.043459","263.96735","3.7064855","0.008046342"
"-34.375652","3.2001908","8.709496","0.024349857"
"-28.753628","44.42435","6.6451254","0.017259954"
"30.691784","225.39922","5.109349","0.012188364"
"-27.19087","40.68283","6.0541606","0.01593137"
"34.987877","230.1558","8.749252","0.020078545"
"32.727596","215.53241","2.5543752","0.0056342403"
"21.868948","266.28348","2.3444042","0.0045313616"
"37.462635","219.968","3.503957","0.0072410256"
"-35.951416","42.78403","3.0450034","0.008120421"
"15.501675","131.11461","3.899119","0.010632109"
"11.069418","133.18677","10.199976","0.024158865"
"30.677454","225.46005","5.348017","0.012826891"
"34.97192","230.21983","8.914246","0.020452717"
"23.041552","271.87576","1.410751","0.0021951655"
"11.01759","264.01562","3.581216","0.007570526"
"14.254032","292.45535","3.5879815","0.008681663"
"-28.746605","44.4851","8.098216","0.020476082"
"-34.387093","3.264402","NaN","NaN"
"-27.185513","40.74314","5.8664985","0.015774567"
"4.1421723","122.64499","8.013363","0.013572336"
"21.844414","266.3273","2.3525794","0.00410864"
"32.721317","215.60085","2.2393107","0.004672051"
"37.454426","220.03557","3.5316505","0.0074734036"
"-35.944504","42.850586","2.83872","0.007434241"
"23.018545","271.912","1.4429777","0.002286462"
"4.1591005","122.66628","5.5108232","0.013477929"
"11.101494","133.23228","9.954397","0.024070408"
"15.532926","131.16132","3.717563","0.010020142"
"17.162155","123.79959","NaN","NaN"
"-28.73959","44.545845","7.282061","0.018346682"
"34.95592","230.28384","9.084488","0.020969832"
"-27.180162","40.803463","5.758896","0.014614582"
"10.9917145","264.06387","3.5423114","0.007412204"
"30.66308","225.52086","5.457195","0.013047116"
"-34.398518","3.3286295","NaN","NaN"
"14.222791","292.50113","3.533728","0.0081291925"
"11.117528","133.25504","9.8905945","0.023937369"
"-34.404232","3.3607495","NaN","NaN"
"15.548549","131.18468","3.6277595","0.009772307"
"-35.937553","42.91712","2.6446486","0.006817526"
"34.93989","230.34784","8.849559","0.020380547"
"32.712044","215.70146","1.747491","0.003177802"
"14.19151","292.54688","3.5522263","0.00786648"
"30.648663","225.58163","5.487023","0.01288075"
"-27.174747","40.863766","6.2765975","0.016496263"
"-28.732508","44.60658","8.060166","0.018985314"
"10.965847","264.11212","3.3320417","0.0068214196"
"37.43996","220.15372","3.1380982","0.0059678764"
"21.791792","266.42117","2.3888967","0.004758979"
"32.70942","215.72963","1.5478746","0.002594616"
"37.43788","220.1706","3.1972978","0.006378395"
"-35.930565","42.98364","2.493638","0.0063391128"
"21.781263","266.43994","2.4391315","0.004925683"
"34.923836","230.4118","8.714522","0.020315623"
"30.634212","225.64241","5.3134546","0.01230692"
"22.949646","272.0206","1.6793509","0.002732554"
"14.160245","292.5926","3.7173321","0.008987935"
"-27.169321","40.924057","6.321979","0.017604278"
"10.939932","264.16034","3.1172392","0.0060900636"
"4.2352657","122.76217","4.5541496","0.010936524"
"-34.42183","3.4603531","8.757054","0.024377167"
"-28.72362","44.682476","7.4426503","0.01828081"
"32.703804","215.78998","1.2757549","0.0019222017"
"21.756695","266.48373","2.5740232","0.0053919763"
"-35.92354","43.050148","2.3696413","0.0059303073"
"10.913975","264.20856","2.9177694","0.005412584"
"22.918928","272.06888","1.6841681","0.0027341014"
"30.61973","225.70316","5.574899","0.012752693"
"37.425377","220.27182","3.6496594","0.007647679"
"34.907745","230.47577","8.635976","0.020164471"
"-27.163784","40.98433","6.418395","0.01774018"
"14.128984","292.6383","3.9050791","0.009712394"
"-28.718214","44.72802","9.252649","0.023064723"
"-34.433548","3.5267775","8.750467","0.024017796"
"4.2775645","122.81547","6.027219","0.01303393"
"21.728611","266.53372","2.6392632","0.0056773224"
"37.421177","220.30556","3.5114822","0.007358883"
"-35.916477","43.116646","2.2520225","0.005518576"
"4.286023","122.826126","5.849208","0.014959458"
"10.888016","264.25677","2.6630194","0.004676536"
"22.888206","272.1171","1.5733675","0.0024763986"
"-28.71101","44.788746","8.881731","0.023568952"
"14.097721","292.68402","3.9248886","0.009368736"
"32.693916","215.89456","1.0705062","0.0015103788"
"-27.158216","41.04455","6.2385917","0.016529582"
"34.891624","230.5397","8.758301","0.020510828"
"30.605217","225.76387","5.8440995","0.013896075"
"-34.44443","3.588939","8.478803","0.023865487"
"21.700518","266.5837","2.6796713","0.005794756"
"-35.909374","43.18314","2.2037272","0.0052512307"
"10.862032","264.30496","2.5848956","0.004481279"
"22.857475","272.16534","1.4084556","0.0021126063"
"34.875458","230.6036","8.783614","0.020237578"
"-28.703781","44.84946","8.2205105","0.021297399"
"-27.152645","41.104828","6.2992215","0.017439015"
"14.066465","292.72974","3.899903","0.009334432"
"30.59066","225.82457","6.28884","0.01503227"
"-34.45568","3.6532612","7.9361663","0.022650678"
"32.687283","215.96428","1.0308708","0.0014391135"
"37.40645","220.42365","3.107832","0.006425084"
"11.2697115","133.47144","10.29311","0.0250496"
"17.348577","124.027306","NaN","NaN"
"4.345221","122.90078","4.141994","0.009899233"
"32.684723","215.99109","1.0372132","0.0014207739"
"37.404343","220.4405","3.0945902","0.0061542755"
"21.672415","266.63367","2.7322502","0.0058150236"
"-35.902237","43.24962","2.1000898","0.004886724"
"-34.466328","3.7143855","NaN","NaN"
"34.85926","230.66748","9.082121","0.020746075"
"22.826736","272.21356","1.2825656","0.0019481163"
"10.836034","264.35315","2.375267","0.0040132166"
"30.576063","225.88522","6.24226","0.014968626"
"14.0352125","292.77545","3.851794","0.008662886"
"-27.147049","41.165077","6.1287794","0.015855024"
"4.370589","122.932785","4.692127","0.01168749"
"11.296378","133.50943","10.016775","0.024588231"
"-28.694702","44.925323","6.799939","0.016769018"
"4.3832726","122.948784","5.0744157","0.012847899"
"21.644306","266.68362","2.6841164","0.0056560505"
"-35.895058","43.31609","2.002895","0.0045710728"
"15.743684","131.47693","6.797532","0.018523974"
"11.325706","133.55124","10.048587","0.02474379"
"-34.477505","3.7787445","7.5714993","0.021891888"
"14.004108","292.82117","3.6129236","0.008363265"
"37.391617","220.54169","3.483957","0.00760892"
"34.84303","230.73134","9.000231","0.020572376"
"30.561436","225.94588","6.1849427","0.014567631"
"22.796001","272.26178","1.3057415","0.0019669612"
"10.809974","264.40128","2.3353722","0.0039186385"
"-28.689207","44.97084","7.600011","0.019358346"
"-27.141392","41.22532","6.5312505","0.018030267"
"32.674923","216.09294","1.0737591","0.0015177189"
"37.388416","220.56699","3.5391684","0.007535785"
"21.616182","266.73355","2.662366","0.0055710333"
"-35.887836","43.382538","1.9489115","0.0044085104"
"32.67156","216.12778","1.0801448","0.001561666"
"11.357687","133.59688","10.363928","0.025153987"
"13.973048","292.8669","3.8862505","0.009621034"
"34.82677","230.79517","9.223553","0.02121688"
"30.546782","226.0065","6.084996","0.014287912"
"-28.68188","45.03139","7.139334","0.018987028"
"-34.48864","3.8431244","7.6476264","0.02194719"
"-27.135693","41.28557","6.755228","0.018433312"
"22.765234","272.30997","1.4798791","0.002249581"
"10.783935","264.44943","2.0644422","0.003285462"
"15.790499","131.54716","11.248174","0.026086794"
"4.446688","123.0287","4.4157715","0.009138897"
"21.58804","266.78345","2.6139169","0.0054403637"
"-35.880577","43.448975","1.8931662","0.004255347"
"32.66526","216.19208","1.0954516","0.0017010352"
"4.4593663","123.04472","4.6701612","0.011254567"
"11.389654","133.64252","10.598686","0.02507805"
"-34.499737","3.90752","7.327512","0.02112392"
"22.734463","272.35812","1.6106213","0.002487609"
"34.81048","230.85898","8.901614","0.020642549"
"10.757876","264.49756","1.8471997","0.002810833"
"30.532084","226.06711","5.9647613","0.014108177"
"-28.67447","45.092064","8.557278","0.023300229"
"-27.129929","41.345783","6.5127754","0.018032921"
"13.94179","292.9126","3.844867","0.009190231"
"15.816489","131.5862","8.686926","0.021618832"
"37.372322","220.69339","3.4994302","0.0072793257"
"21.559893","266.83334","2.4774125","0.004936459"
"37.37017","220.71025","3.4633512","0.0071771545"
"-35.87328","43.515404","1.908544","0.0043191253"
"32.659336","216.25235","1.1301426","0.0018248319"
"10.7382965","264.53363","1.8153099","0.002740368"
"-28.668875","45.137566","7.482951","0.019231454"
"15.845072","131.62914","7.764057","0.019932358"
"13.910546","292.95828","3.8340611","0.009188233"
"11.421612","133.68817","11.087148","0.025303146"
"22.703697","272.4063","1.9460242","0.0032320782"
"34.79415","230.92278","9.141641","0.020996125"
"30.517342","226.12769","5.949815","0.014078171"
"-34.510803","3.9719381","7.565968","0.02178962"
"-27.124117","41.405983","6.387305","0.01753171"
"37.363693","220.7608","3.4725976","0.0074074143"
"15.860659","131.65257","7.7728233","0.01992667"
"21.53174","266.88318","2.4227545","0.0045653223"
"-35.865936","43.581814","1.9578407","0.004507948"
"32.652977","216.31662","1.1817833","0.0019333732"
"22.672916","272.45444","2.1223938","0.0035486356"
"-34.52183","4.036376","7.2470183","0.02101676"
"10.70565","264.59372","1.7387009","0.0025217587"
"11.453557","133.73384","10.497194","0.02463307"
"13.879301","293.00397","3.9310448","0.009503434"
"-27.118292","41.466198","6.68263","0.017560542"
"-28.659546","45.2134","7.777164","0.018783204"
"34.777794","230.98656","9.026379","0.020594144"
"30.502567","226.18823","6.2820296","0.01457159"
"4.5480814","123.156845","NaN","NaN"
"-35.85903","43.644062","1.9547492","0.004539174"
"21.503574","266.933","2.3570654","0.0043267584"
"32.64698","216.37686","1.2104197","0.0019494626"
"11.485492","133.77953","10.406381","0.025059935"
"-34.532825","4.1008334","NaN","NaN"
"22.642132","272.50256","2.236189","0.0038114046"
"-27.112423","41.526394","6.4883137","0.017445214"
"37.3485","220.87875","3.2949798","0.0069503756"
"10.679527","264.6418","1.6772114","0.0024370675"
"-28.652029","45.27405","8.01489","0.020589113"
"30.487762","226.24875","6.620823","0.015193338"
"13.848041","293.04962","3.8705873","0.009193984"
"34.76141","231.05031","9.304079","0.021279758"
"15.915219","131.7346","8.417153","0.022001043"
"-35.8521","43.7063","1.9706866","0.004635911"
"15.923014","131.74632","9.330596","0.024024416"
"37.344135","220.91245","3.3495998","0.007187304"
"21.475395","266.98297","2.2305434","0.00380386"
"32.64055","216.44112","1.195528","0.0019030859"
"11.517414","133.82524","9.8022","0.023945548"
"10.653372","264.68988","1.7130152","0.002500775"
"13.816793","293.09528","3.7943501","0.009402234"
"-34.543785","4.1653075","NaN","NaN"
"-28.644474","45.334705","7.765671","0.01983662"
"30.472923","226.30925","6.79687","0.015555203"
"22.611338","272.5507","2.2604737","0.0039133765"
"34.744987","231.11403","9.397622","0.021481274"
"-27.10651","41.586575","6.6350217","0.01782473"
"4.60721","123.23164","5.4716306","0.014413713"
"4.6198745","123.24768","4.500852","0.011542098"
"-35.844162","43.77682","1.7341955","0.003772567"
"37.335392","220.97981","3.417074","0.0073230662"
"32.63407","216.50534","1.130321","0.0017687229"
"21.447195","267.033","2.2146404","0.0038201713"
"11.54933","133.87096","10.36215","0.024759514"
"15.969732","131.8167","9.233535","0.023998054"
"-34.554707","4.2298055","NaN","NaN"
"10.627205","264.73795","1.7158322","0.0025442056"
"13.785528","293.1409","4.1159744","0.010135812"
"30.45804","226.36974","6.626502","0.015241089"
"-28.636883","45.395348","6.516496","0.016570522"
"-27.100563","41.64675","6.4991417","0.017350975"
"22.58052","272.5988","2.162035","0.003712584"
"34.728527","231.17775","9.603047","0.021920023"
"37.326603","221.04716","3.3983576","0.007152125"
"32.627556","216.56958","1.003296","0.0015624878"
"21.418983","267.08286","2.2441795","0.004229124"
"11.581231","133.91669","10.062375","0.024009075"
"16.000874","131.86363","9.424799","0.023674099"
"34.712036","231.24142","9.690383","0.021858646"
"30.443123","226.43018","6.371198","0.014788235"
"-28.629253","45.45598","6.549763","0.015780523"
"-34.56559","4.2943196","NaN","NaN"
"13.754278","293.18655","3.5958223","0.008603334"
"10.601006","264.78598","1.8345188","0.0028282553"
"-27.094582","41.70692","7.287969","0.02029761"
"22.549698","272.64688","2.073042","0.0034871006"
"-35.83246","43.8805","1.5281264","0.0030546917"
"4.6747503","123.317184","5.0162926","0.012117669"
"32.621414","216.62978","0.89387524","0.0013815514"
"21.390787","267.13263","2.2307873","0.004260735"
"37.317776","221.11452","3.2299953","0.0067134467"
"-35.82868","43.913654","1.4996883","0.0029864698"
"-34.575897","4.3556256","NaN","NaN"
"34.69551","231.30508","9.377154","0.021344773"
"30.428167","226.4906","6.517396","0.0152739"
"11.6131115","133.96245","10.048059","0.024011055"
"16.032011","131.91057","9.587995","0.023920009"
"-28.621597","45.516594","8.585788","0.023197962"
"10.574757","264.83398","1.796479","0.0027145653"
"22.518904","272.69498","2.0268145","0.0033395214"
"-27.088568","41.767075","6.683587","0.018309457"
"13.723028","293.23218","3.8157644","0.0094038015"
"4.7085094","123.35996","4.246254","0.0094355615"
"32.615246","216.68997","0.7828753","0.0011902745"
"37.31004","221.17346","3.1282187","0.006519773"
"-35.821114","43.979954","1.4705663","0.0029300833"
"4.7394524","123.39919","3.936235","0.008350524"
"-34.586708","4.4201765","NaN","NaN"
"34.67895","231.3687","9.536605","0.021938583"
"16.063137","131.95753","9.442566","0.023578703"
"30.413181","226.551","6.9127855","0.015902841"
"11.64498","134.00826","9.895449","0.023356965"
"-27.082504","41.827213","6.5245748","0.017233541"
"-28.613888","45.577206","7.414055","0.018764379"
"13.691767","293.2778","3.8634477","0.009641314"
"32.608612","216.75415","0.7677492","0.0010629002"
"4.754924","123.41881","3.9673572","0.008621935"
"-34.591976","4.451652","NaN","NaN"
"-35.813507","44.046234","1.5005099","0.0030246484"
"11.676835","134.05406","9.8764515","0.023289634"
"16.09426","132.0045","9.308344","0.02413468"
"37.295593","221.28288","3.1520631","0.0060129827"
"30.398159","226.61137","7.1460285","0.016488997"
"13.660498","293.3234","3.7799041","0.009171832"
"34.66236","231.43231","9.31208","0.02157332"
"-28.606113","45.637817","6.908254","0.018287811"
"-27.076366","41.88734","6.324569","0.01664996"
"37.29111","221.31654","3.0375817","0.005878105"
"-35.805866","44.112503","1.5325391","0.0031629272"
"-34.60821","4.54934","NaN","NaN"
"16.125374","132.05148","9.632523","0.024344351"
"11.70868","134.09987","9.862904","0.02319652"
"30.3831","226.67172","6.989969","0.015875041"
"32.59774","216.85844","0.6934219","9.24E-4"
"34.645744","231.49591","9.737586","0.022438316"
"-28.598297","45.69842","7.1444106","0.018640535"
"-27.070194","41.94746","6.2436657","0.016819572"
"13.6292305","293.36902","3.6099026","0.008269901"
"4.818215","123.49908","3.7463412","0.009726362"
"32.594788","216.8865","0.6521727","8.97E-4"
"37.282135","221.38387","3.0554073","0.0060567567"
"-35.798187","44.178776","1.5868492","0.0033467063"
"4.8266516","123.50979","3.9319115","0.010108714"
"16.153904","132.09456","10.3601885","0.02591915"
"11.740516","134.14568","10.169866","0.02421028"
"-34.619473","4.6171794","NaN","NaN"
"-27.063988","42.00753","6.586958","0.017680606"
"-28.590473","45.759018","6.3006024","0.017043194"
"30.368002","226.73204","6.5495286","0.0152553925"
"13.597984","293.4146","3.7340465","0.008993215"
"34.629086","231.55946","9.556879","0.021961827"
"32.58931","216.93864","0.59964067","8.66E-4"
"21.256706","267.36865","2.1017647","0.0041738134"
"10.46305","265.0379","1.6557441","0.0025334316"
"22.387846","272.89917","1.5780913","0.002552317"
"16.168167","132.1161","10.665618","0.02567398"
"37.27312","221.45116","3.0076237","0.0061858483"
"-35.79047","44.24505","1.5938702","0.0033448478"
"21.246113","267.38727","2.0494337","0.004016707"
"-34.63011","4.6818113","NaN","NaN"
"34.6124","231.623","9.532813","0.021776982"
"30.35287","226.79234","6.7163076","0.015311054"
"10.443283","265.07385","1.6829672","0.00254188"
"-27.057716","42.06758","6.463878","0.01726863"
"-28.582586","45.81961","7.09646","0.018792197"
"11.772341","134.1915","10.560719","0.024408838"
"13.5667305","293.4602","3.8302155","0.009223142"
"22.364712","272.9352","1.5535786","0.0024898702"
"4.877258","123.57403","3.8994381","0.009693491"
"32.581673","217.01079","0.5619135","8.69E-4"
"-34.63544","4.714133","NaN","NaN"
"21.221395","267.43073","1.944416","0.0037101973"
"37.264072","221.51843","2.8156877","0.005751983"
"-35.78271","44.311306","1.5474654","0.0032111497"
"-27.052986","42.112637","5.991008","0.015301143"
"11.804158","134.23734","10.306367","0.024023084"
"16.21872","132.19255","NaN","NaN"
"34.59568","231.68652","9.599956","0.021933962"
"30.337704","226.85262","6.7374554","0.015560168"
"22.333864","272.98322","1.4608685","0.0023118209"
"10.416927","265.12177","1.6483288","0.0024517037"
"13.535461","293.50577","3.8503604","0.00889485"
"-28.574657","45.880177","6.679175","0.017109487"
"4.91099","123.616875","4.1272707","0.00988162"
"-34.64607","4.7787895","NaN","NaN"
"21.193123","267.48032","1.8976213","0.003548616"
"37.25498","221.58571","2.796575","0.005595738"
"-35.774918","44.377552","1.5093948","0.0031072726"
"4.9419045","123.65616","4.1365685","0.0099087395"
"34.578934","231.75003","9.709206","0.022120116"
"30.322506","226.91286","6.933825","0.016008263"
"10.390572","265.1697","1.6879802","0.0024881575"
"16.249815","132.23961","9.647276","0.02490472"
