"latitude","longitude","specific_humidity","surface_pressure","temperature"
"-17.580313","100.19052","0.010868618","101646.86","298.1582"
"-22.044125","100.10952","0.008770535","101798.86","295.50195"
"32.298088","230.43726","0.01034219","101790.86","293.01758"
"-23.119898","345.50217","0.010262081","102686.86","294.83008"
"-29.231556","340.6953","0.009373257","102958.86","292.36133"
"-36.46972","30.0212","0.008835385","100806.86","290.5332"
"-23.441801","342.78934","0.010197232","102790.86","295.12695"
"10.115026","140.31944","0.019424984","101262.86","303.0957"
"11.93827","141.07443","0.019295285","101270.86","302.87695"
"-17.44545","345.88727","0.011452267","102254.86","295.4082"
"14.109056","290.07965","0.020134518","101374.86","301.9707"
"15.076759","138.82695","0.019829342","101358.86","303.17383"
"-29.849834","32.38234","0.010414669","101470.86","293.9707"
"19.082033","134.24171","0.019814083","101534.86","303.2207"
"-22.018839","100.15526","0.008770535","101798.86","295.50195"
"34.501537","234.15533","0.010803768","101422.86","291.01758"
"-15.145044","98.60131","0.013466427","101470.86","299.83008"
"33.501587","233.70158","0.010952542","101494.86","291.8457"
"-17.552124","100.238434","0.010868618","101646.86","298.1582"
"36.506474","235.57468","0.010223934","101342.86","289.31445"
"-17.231018","348.4666","0.011078427","102198.86","295.3457"
"-29.077408","343.51202","0.009598324","102894.86","291.79883"
"-25.665434","340.95645","0.00933511","102910.86","294.4082"
"-36.471","30.088976","0.008835385","100806.86","290.5332"
"11.970099","141.11932","0.019295285","101270.86","302.87695"
"-29.257145","340.7509","0.009377072","102966.86","292.23633"
"10.147043","140.36452","0.019424984","101262.86","303.0957"
"-23.465256","342.84195","0.010262081","102790.86","295.0957"
"-25.677343","340.98157","0.00933511","102910.86","294.4082"
"-35.282684","27.134287","0.008789608","101110.86","291.9707"
"19.113117","134.28914","0.019814083","101534.86","303.2207"
"15.108028","138.87317","0.019829342","101358.86","303.17383"
"14.077474","290.1255","0.020134518","101374.86","301.9707"
"-17.46869","345.93958","0.01147897","102246.86","295.3457"
"-15.117684","98.64913","0.013466427","101470.86","299.83008"
"-17.254288","348.5186","0.011177609","102230.86","295.2832"
"-21.991245","100.20514","0.008770535","101798.86","295.50195"
"36.49686","235.6416","0.010223934","101342.86","289.31445"
"-29.103409","343.5672","0.009598324","102894.86","291.79883"
"34.492695","234.22083","0.010803768","101422.86","291.01758"
"33.49414","233.76624","0.010952542","101494.86","291.8457"
"-23.157095","345.58353","0.010262081","102686.86","294.83008"
"-17.523922","100.28632","0.010868618","101646.86","298.1582"
"-29.851221","32.459476","0.010414669","101470.86","293.9707"
"23.838919","267.87494","0.019196102","101686.86","303.20508"
"14.897021","263.09668","0.021103451","101126.86","303.31445"
"25.401648","265.04938","0.02011926","101678.86","303.18945"
"26.256601","270.31335","0.018883297","101854.86","303.2832"
"-25.995493","348.118","0.009892056","102758.86","293.81445"
"-35.28545","27.180765","0.008789608","101110.86","291.9707"
"10.179049","140.40962","0.019424984","101262.86","303.0957"
"-36.47224","30.156748","0.008835385","100806.86","290.5332"
"-23.488686","342.8946","0.010262081","102790.86","295.0957"
"-29.282715","340.8065","0.009377072","102966.86","292.23633"
"-25.700651","341.03067","0.00933511","102910.86","294.4082"
"-23.168972","345.6096","0.010262081","102686.86","294.83008"
"25.39181","265.0693","0.02011926","101678.86","303.18945"
"26.242128","270.3386","0.01934106","101846.86","303.0957"
"-29.852013","32.50577","0.010414669","101470.86","293.9707"
"19.144203","134.33658","0.019814083","101534.86","303.2207"
"15.13929","138.91939","0.019829342","101358.86","303.17383"
"-17.491909","345.99182","0.01147897","102246.86","295.3457"
"14.879709","263.13458","0.021103451","101126.86","303.31445"
"36.48721","235.70853","0.010223934","101342.86","289.31445"
"12.017832","141.18674","0.019295285","101270.86","302.87695"
"-15.090313","98.69693","0.013466427","101470.86","299.83008"
"34.483818","234.2863","0.010803768","101422.86","291.01758"
"14.045885","290.17133","0.020134518","101374.86","301.9707"
"-17.495703","100.3342","0.01091058","101638.86","298.11133"
"-17.277523","348.57056","0.011177609","102230.86","295.2832"
"-29.129395","343.62244","0.009598324","102894.86","291.79883"
"33.486656","233.83087","0.010952542","101494.86","291.8457"
"-21.963642","100.25499","0.008770535","101798.86","295.50195"
"23.81496","267.91754","0.019196102","101686.86","303.20508"
"32.274147","230.62491","0.01034219","101790.86","293.01758"
"-26.02005","348.17203","0.009892056","102758.86","293.81445"
"10.211043","140.45473","0.019424984","101262.86","303.0957"
"-29.308264","340.86212","0.009377072","102966.86","292.23633"
"12.033743","141.2092","0.019295285","101270.86","302.87695"
"-23.512098","342.94727","0.010262081","102790.86","295.0957"
"-36.473442","30.224506","0.008835385","100806.86","290.5332"
"-23.192724","345.6617","0.010262081","102686.86","294.83008"
"-26.03078","348.19568","0.009892056","102758.86","293.81445"
"-17.29493","348.60956","0.011177609","102230.86","295.2832"
"-35.291348","27.281939","0.008984158","101070.86","291.7207"
"15.170535","138.96564","0.019829342","101358.86","303.17383"
"-17.51511","346.04413","0.01147897","102246.86","295.3457"
"-29.853025","32.567513","0.010414669","101470.86","293.9707"
"34.4749","234.35176","0.010803768","101422.86","291.01758"
"33.479134","233.89551","0.010952542","101494.86","291.8457"
"14.014288","290.21716","0.020134518","101374.86","301.9707"
"36.477524","235.77542","0.010223934","101342.86","289.31445"
"19.175259","134.38406","0.019814083","101534.86","303.2207"
"-29.155357","343.67767","0.009598324","102894.86","291.79883"
"23.788593","267.96442","0.019196102","101686.86","303.20508"
"-17.467468","100.38206","0.01091058","101638.86","298.11133"
"14.856573","263.18506","0.021103451","101126.86","303.31445"
"-21.936043","100.30483","0.008770535","101798.86","295.50195"
"-15.062919","98.74472","0.013466427","101470.86","299.83008"
"-25.739954","341.11368","0.00933511","102910.86","294.4082"
"25.349152","265.15564","0.02011926","101678.86","303.18945"
"26.19867","270.4144","0.01934106","101846.86","303.0957"
"-35.293076","27.312017","0.008984158","101070.86","291.7207"
"-23.534027","342.99664","0.010262081","102790.86","295.0957"
"-23.21497","345.71057","0.010262081","102686.86","294.83008"
"-29.333792","340.91776","0.009377072","102966.86","292.23633"
"10.24303","140.49985","0.019424984","101262.86","303.0957"
"-36.474606","30.29227","0.008835385","100806.86","290.5332"
"-25.753395","341.1421","0.008991787","102926.86","294.20508"
"-26.053776","348.24637","0.009892056","102758.86","293.81445"
"-29.85375","32.613815","0.010414669","101470.86","293.9707"
"-17.318108","348.66156","0.011177609","102230.86","295.2832"
"19.206291","134.43155","0.019814083","101534.86","303.2207"
"13.982113","290.26276","0.020134518","101374.86","301.9707"
"-29.181305","343.73294","0.009598324","102894.86","291.79883"
"15.201771","139.01189","0.019829342","101358.86","303.17383"
"33.47157","233.96011","0.010952542","101494.86","291.8457"
"36.467796","235.8423","0.010223934","101342.86","289.31445"
"34.465946","234.4172","0.010803768","101422.86","291.01758"
"-17.538279","346.09647","0.01147897","102246.86","295.3457"
"-17.439217","100.4299","0.01091058","101638.86","298.11133"
"26.17693","270.45227","0.01934106","101846.86","303.0957"
"23.75981","268.0155","0.019196102","101686.86","303.20508"
"14.833419","263.23553","0.021103451","101126.86","303.31445"
"-21.90843","100.35465","0.00870187","101782.86","295.45508"
"-15.035502","98.792496","0.013466427","101470.86","299.83008"
"25.327253","265.19986","0.02011926","101678.86","303.18945"
"-35.29639","27.369438","0.008984158","101070.86","291.7207"
"-23.237202","345.75946","0.010262081","102686.86","294.83008"
"-23.555946","343.04602","0.010262081","102790.86","295.0957"
"-36.475727","30.360039","0.009071896","100766.86","289.0332"
"10.275002","140.54498","0.01922662","101262.86","303.0332"
"-26.075214","348.29367","0.009892056","102758.86","293.81445"
"-29.359303","340.97342","0.0094037745","102966.86","292.12695"
"-25.776623","341.19125","0.008991787","102926.86","294.20508"
"-29.85471","32.675552","0.010414669","101470.86","293.9707"
"26.155186","270.49014","0.01934106","101846.86","303.0957"
"-21.883114","100.400314","0.00870187","101782.86","295.45508"
"34.457405","234.47937","0.010803768","101422.86","291.01758"
"13.950523","290.30856","0.020134518","101374.86","301.9707"
"15.233004","139.05817","0.019829342","101358.86","303.17383"
"36.45804","235.90918","0.010223934","101342.86","289.31445"
"19.237347","134.47903","0.019814083","101534.86","303.2207"
"12.113209","141.32161","0.019295285","101270.86","302.87695"
"32.251877","230.79678","0.01034219","101790.86","293.01758"
"33.46397","234.02472","0.010952542","101494.86","291.8457"
"-17.410952","100.47774","0.01091058","101638.86","298.11133"
"14.810252","263.286","0.021103451","101126.86","303.31445"
"-17.347067","348.72662","0.011177609","102230.86","295.2832"
"-17.56142","346.1488","0.01147897","102246.86","295.3457"
"-29.207232","343.7882","0.009598324","102894.86","291.79883"
"-15.008059","98.840256","0.013466427","101470.86","299.83008"
"23.731007","268.0666","0.019394467","101662.86","303.20508"
"25.303158","265.2485","0.02011926","101678.86","303.18945"
"12.12512","141.33849","0.019295285","101270.86","302.87695"
"-21.870451","100.42314","0.00870187","101782.86","295.45508"
"-26.096643","348.341","0.009892056","102758.86","293.81445"
"-23.580719","343.10202","0.010262081","102790.86","295.0957"
"-25.79985","341.24042","0.008991787","102926.86","294.20508"
"-36.476807","30.427807","0.009071896","100766.86","289.0332"
"10.306962","140.59013","0.01922662","101262.86","303.0332"
"-29.3848","341.02908","0.0094037745","102966.86","292.12695"
"-29.855627","32.737293","0.010414669","101470.86","293.9707"
"-23.273699","345.8399","0.010357449","102742.86","294.70508"
"34.44837","234.5448","0.010803768","101422.86","291.01758"
"13.918943","290.35437","0.019753048","101398.86","302.0332"
"-17.584496","346.2012","0.01147897","102246.86","295.3457"
"19.268415","134.52652","0.019836972","101550.86","303.26758"
"36.44824","235.97604","0.010117123","101326.86","288.79883"
"33.456326","234.08932","0.010914395","101446.86","291.7207"
"15.264244","139.10445","0.020302365","101366.86","303.1582"
"-17.37022","348.77863","0.011177609","102230.86","295.2832"
"26.118927","270.55322","0.01934106","101846.86","303.0957"
"-14.980608","98.888","0.013466427","101470.86","299.83008"
"-17.38267","100.52555","0.01091058","101638.86","298.11133"
"25.276863","265.30154","0.02011926","101678.86","303.18945"
"23.70219","268.11768","0.019394467","101662.86","303.20508"
"14.787025","263.3365","0.021103451","101126.86","303.31445"
"-29.233124","343.84354","0.009598324","102894.86","291.79883"
"32.241653","230.87485","0.010262081","101790.86","293.00195"
"-26.1211","348.39514","0.009892056","102758.86","293.81445"
"34.44397","234.57669","0.010803768","101422.86","291.01758"
"-25.824581","341.2929","0.008991787","102926.86","294.20508"
"-29.41028","341.08478","0.0094037745","102966.86","292.12695"
"10.338911","140.63528","0.01922662","101262.86","303.0332"
"-36.477848","30.495579","0.009071896","100766.86","289.0332"
"-23.287506","345.87036","0.010357449","102742.86","294.70508"
"32.23857","230.89827","0.010262081","101790.86","293.00195"
"-17.60756","346.2536","0.01147897","102246.86","295.3457"
"-23.617123","343.18442","0.010262081","102790.86","295.0957"
"-17.393316","348.8307","0.011177609","102230.86","295.2832"
"15.295483","139.15074","0.020302365","101366.86","303.1582"
"-29.25901","343.89886","0.009377072","102910.86","291.6582"
"-21.825554","100.504005","0.00870187","101782.86","295.45508"
"19.299494","134.574","0.019836972","101550.86","303.26758"
"-29.856726","32.814484","0.010883877","101406.86","293.64258"
"33.448643","234.15392","0.010914395","101446.86","291.7207"
"36.4384","236.04288","0.010117123","101326.86","288.79883"
"25.250551","265.35455","0.01985223","101710.86","303.20508"
"23.673357","268.16876","0.019394467","101662.86","303.20508"
"14.763754","263.3869","0.021103451","101126.86","303.31445"
"26.089924","270.6037","0.01934106","101846.86","303.0957"
"-14.953141","98.93572","0.013466427","101470.86","299.83008"
"13.887369","290.40018","0.019753048","101398.86","302.0332"
"-17.35437","100.57335","0.01091058","101638.86","298.11133"
"12.179386","141.41539","0.019295285","101270.86","302.87695"
"-35.307487","27.56635","0.008984158","101070.86","291.7207"
"-23.309639","345.91928","0.010357449","102742.86","294.70508"
"-36.478844","30.56335","0.009071896","100766.86","289.0332"
"-23.628752","343.2108","0.010262081","102790.86","295.0957"
"-29.435734","341.1405","0.0094037745","102966.86","292.12695"
"10.370846","140.68045","0.01922662","101262.86","303.0332"
"-17.624828","346.2929","0.01147897","102246.86","295.3457"
"-29.85732","32.8608","0.010883877","101406.86","293.64258"
"34.430183","234.6756","0.010803768","101422.86","291.01758"
"13.855774","290.44592","0.019753048","101398.86","302.0332"
"-25.861656","341.37167","0.008991787","102926.86","294.20508"
"23.644505","268.2198","0.019394467","101662.86","303.20508"
"36.428524","236.10971","0.010117123","101326.86","288.79883"
"14.740515","263.43732","0.021156857","101062.86","303.2832"
"-17.416378","348.8828","0.011177609","102230.86","295.2832"
"25.224218","265.40756","0.019699642","101670.86","303.2832"
"33.440918","234.21848","0.010914395","101446.86","291.7207"
"-17.326057","100.62114","0.01091058","101638.86","298.11133"
"-29.284883","343.95422","0.009377072","102910.86","291.6582"
"26.060883","270.6541","0.01934106","101846.86","303.0957"
"-14.925659","98.983444","0.013466427","101470.86","299.83008"
"-21.797903","100.55374","0.00870187","101782.86","295.45508"
"15.326712","139.19705","0.020302365","101366.86","303.1582"
"19.330564","134.62152","0.019836972","101550.86","303.26758"
"-26.16486","348.4922","0.009712765","102734.86","293.9082"
"12.216435","141.46791","0.019295285","101270.86","302.87695"
"-23.331774","345.96823","0.010246823","102726.86","294.56445"
"-25.872456","341.39465","0.008991787","102926.86","294.20508"
"-29.46116","341.1963","0.0094037745","102966.86","292.12695"
"-23.652002","343.26355","0.010262081","102790.86","295.0957"
"-36.4798","30.631123","0.009071896","100766.86","289.0332"
"10.402776","140.72563","0.01922662","101262.86","303.0332"
"12.228339","141.4848","0.019295285","101270.86","302.87695"
"-17.433681","348.92184","0.011177609","102230.86","295.2832"
"13.824187","290.4917","0.019753048","101398.86","302.0332"
"-17.653625","346.3584","0.01147897","102246.86","295.3457"
"-29.310719","344.00958","0.009377072","102910.86","291.6582"
"19.361605","134.66904","0.019836972","101550.86","303.26758"
"14.71726","263.48773","0.021179745","101086.86","303.48633"
"23.615635","268.27078","0.019394467","101662.86","303.20508"
"33.433155","234.28304","0.010914395","101446.86","291.7207"
"-14.898151","99.03116","0.013466427","101470.86","299.83008"
"26.03182","270.70453","0.01934106","101846.86","303.0957"
"-21.77024","100.60347","0.00870187","101782.86","295.45508"
"36.418606","236.17653","0.010117123","101326.86","288.79883"
"-17.297728","100.66891","0.01091058","101638.86","298.11133"
"15.357928","139.24338","0.020302365","101366.86","303.1582"
"34.4206","234.74425","0.010765621","101390.86","290.75195"
"25.197865","265.4605","0.019699642","101670.86","303.2832"
"-29.858461","32.95343","0.010883877","101406.86","293.64258"
"-26.191288","348.55087","0.009712765","102734.86","293.9082"
"-25.8956","341.44388","0.008991787","102926.86","294.20508"
"-23.675222","343.3163","0.010262081","102790.86","295.0957"
"-29.486567","341.25208","0.0094037745","102966.86","292.12695"
"-36.48072","30.698895","0.009071896","100766.86","289.0332"
"12.256114","141.52422","0.01908929","101278.86","302.83008"
"10.434696","140.77083","0.01922662","101262.86","303.0332"
"-17.283562","100.692795","0.01091058","101638.86","298.11133"
"-26.20195","348.57462","0.009712765","102734.86","293.9082"
"-17.676617","346.4109","0.01147897","102246.86","295.3457"
"-29.85896","32.999886","0.010883877","101406.86","293.64258"
"19.392643","134.71658","0.020050595","101550.86","303.2832"
"-17.462475","348.987","0.011177609","102230.86","295.2832"
"-29.336542","344.065","0.009476254","102886.86","291.73633"
"36.408646","236.24332","0.010117123","101326.86","288.79883"
"-23.370066","346.0531","0.010246823","102726.86","294.56445"
"15.389137","139.28972","0.020302365","101366.86","303.1582"
"23.586748","268.32178","0.019394467","101662.86","303.20508"
"34.411373","234.8096","0.010765621","101390.86","290.75195"
"-14.870621","99.07886","0.013405392","101470.86","299.7832"
"14.693924","263.53812","0.021179745","101086.86","303.48633"
"33.425346","234.34758","0.010914395","101446.86","291.7207"
"13.792609","290.53748","0.019753048","101398.86","302.0332"
